Id,Expected
104206-82-8;1655,2
50-29-3;36,2
98-06-6;1389,2
88671-89-0;1627,2
51707-55-2;1856,1
123-42-2;2453,2
142459-58-3;34,1
501-52-0;2451,2
106-43-4;25,2
5315-79-7;34,1
69806-50-4;1638,2
94361-06-5;1856,1
122-14-5;36,2
1194-65-6;1646,2
138472-01-2;1384,2
131-17-9;1389,2
123312-89-0;1690,2
124-18-5;1797,2
17804-35-2;1642,2
138261-41-3;34,2
69327-76-0;1797,2
76738-62-0;19,2
119-61-9;1385,2
5315-79-7;29,1
797-63-7;30,2
62924-70-3;1680,2
59669-26-0;1652,2
109-77-3;2451,2
215297-27-1;28,2
53-03-2;1375,2
122-40-7;1852,1
131983-72-7;1681,2
95-50-1;1376,2
99-76-3;1380,2
123-11-5;1856,2
179465-71-5;1856,1
230954-09-3;2445,2
32809-16-8;39,2
79983-71-4;1639,2
614-45-9;29,1
496-72-0;40,2
173584-44-6;1628,2
112-42-5;1384,2
950-37-8;1619,2
51-79-6;1374,2
120-55-8;25,2
9003-11-6;1850,2
134605-64-4;2300,2
26225-79-6;1380,2
161050-58-4;30,2
950-37-8;1643,2
26644-46-2;1855,2
106-68-3;1857,2
98105-99-8;2,2
154-42-7;26,2
69655-05-6;39,2
35575-96-3;1646,2
540-18-1;1850,2
155990-20-8;25,1
3068-88-0;2451,2
59-30-3;1850,1
51-52-5;1680,2
120-36-5;6,2
60-54-8;1378,2
NOCAS_47362;2446,2
173584-44-6;12,2
158081-99-3;1857,2
142459-58-3;1636,2
2008-41-5;9,2
732-26-3;1509,1
64902-72-3;29,2
188489-07-8;1643,2
28434-00-6;1797,2
63612-50-0;28,2
76-87-9;2446,2
56-38-2;7,2
298-46-4;1381,2
149413-74-1;1374,2
189003-92-7;32,2
124495-18-7;1648,1
131-17-9;38,2
120-72-9;1857,2
NOCAS_47330;37,2
131-70-4;1632,2
110235-47-7;1386,2
26225-79-6;1620,2
82-68-8;1636,2
263553-33-9;1378,2
208-96-8;39,2
68694-11-1;1508,2
96489-71-3;19,2
98886-44-3;1383,2
188425-85-6;1379,2
111-46-6;29,2
102-71-6;1856,2
1582-09-8;2,1
81406-37-3;38,2
141517-21-7;18,2
68694-11-1;2453,2
144550-36-7;1630,2
5234-68-4;2451,2
1929-82-4;1382,2
43121-43-3;37,2
36734-19-7;1381,2
55283-68-6;23,2
1702-17-6;1372,2
126-11-4;1377,2
94-13-3;1797,1
126535-15-7;1649,1
288104-79-0;1377,2
122008-85-9;1636,2
131-70-4;9,2
68515-48-0;1850,2
3147-75-9;29,2
117337-19-6;1631,2
52806-53-8;1384,2
3407-42-9;1852,1
151-21-3;1383,2
464930-42-5;1682,1
24851-98-7;1856,2
3319-31-1;1383,2
79-44-7;1377,2
10540-29-1;27,1
76738-62-0;14,2
137-26-8;1622,2
754-91-6;2451,2
108-46-3;1377,2
2310-17-0;1622,2
54-11-5;36,2
1836-75-5;36,2
319-85-7;35,2
75-12-7;38,2
102-01-2;2453,2
94-82-6;1378,2
131-55-5;2450,2
313994-79-5;2447,2
131341-86-1;1656,2
96-70-8;1850,1
21725-46-2;1797,2
51-24-1;31,2
115-96-8;2452,2
177785-47-6;1384,2
55-38-9;23,2
7398-69-8;1855,2
76-87-9;19,2
63-25-2;1643,2
26530-20-1;2444,1
625114-41-2;1380,2
53-86-1;1386,2
112-42-5;38,1
120-55-8;1688,2
1068967-96-3;1858,2
68-22-4;1688,2
107-46-0;1856,1
111-77-3;1689,1
460081-99-6;1387,2
118-71-8;1848,2
105-60-2;1386,2
104098-48-8;20,2
7773-06-0;1850,2
94-82-6;2445,2
52806-53-8;1507,1
210826-40-7;32,2
149877-41-8;1655,2
1068967-96-3;29,1
131860-33-8;1637,2
153233-91-1;39,2
112529-15-4;37,2
2455-24-5;2,2
115-29-7;1644,2
95-80-7;1850,2
126-14-7;25,2
25956-17-6;30,2
87-18-3;1856,1
1191-50-0;35,2
33820-53-0;26,2
52-68-6;1855,2
131860-33-8;1384,2
532-27-4;1386,2
540-18-1;1852,2
1163-19-5;2452,2
2312-35-8;1623,2
2212-67-1;1630,2
133-07-3;1630,2
87818-31-3;2452,2
51707-55-2;26,2
177785-47-6;28,2
206-44-0;34,1
15310-01-7;1850,1
21725-46-2;1650,2
124-07-2;1385,2
67747-09-5;1652,1
4065-45-6;1850,2
88-85-7;1850,1
55283-68-6;30,2
92-87-5;27,2
544-76-3;1797,2
221671-62-1;36,2
155569-91-8;18,1
112-60-7;1856,2
119-61-9;1688,2
108-91-8;29,2
1300-72-7;1388,2
103-69-5;1510,2
35256-85-0;1372,2
104-76-7;1375,2
63-25-2;1613,2
478263-98-8;33,2
141-66-2;34,2
79902-63-9;1378,1
59669-26-0;12,2
111812-58-9;7,2
NOCAS_48176;37,2
51-30-9;36,2
57-85-2;1378,2
NOCAS_48516;37,2
126-06-7;1856,2
55406-53-6;21,2
199119-58-9;18,2
119168-77-3;1623,2
1646-75-9;1385,2
140-39-6;1852,1
95-76-1;1857,1
127277-53-6;26,2
82640-04-8;25,2
50-22-6;1376,2
134-62-3;1374,2
109-86-4;1624,2
588941-45-1;33,2
54-85-3;1380,2
50-65-7;2,2
173159-57-4;1639,2
2642-71-9;1852,2
102-27-2;1852,2
179465-71-5;1373,2
122-34-9;2308,2
22781-23-3;28,2
120068-37-3;1649,1
368832-42-2;1382,2
66215-27-8;1612,2
124378-77-4;1852,1
68157-60-8;1655,2
112-25-4;1374,2
1897-45-6;1657,2
96-45-7;1633,2
32809-16-8;1683,2
72490-01-8;33,2
929-59-9;39,2
66441-23-4;1652,2
2451-62-9;37,2
NOCAS_47387;29,1
1191-50-0;37,2
119515-38-7;1642,2
55406-53-6;2452,2
112281-77-3;1380,1
60-51-5;1637,2
4376-18-5;23,2
141112-29-0;1616,2
709-98-8;1654,2
402910-27-4;31,1
51235-04-2;26,2
41372-08-1;1374,2
22224-92-6;1615,1
51338-27-3;1855,2
49562-28-9;2307,2
60-56-0;1850,2
2943-75-1;33,2
23564-05-8;1611,2
75-60-5;1619,2
64-19-7;1379,2
121-54-0;2453,2
134-62-3;1654,2
2312-35-8;1691,1
1918-00-9;19,2
8018-01-7;2452,2
84087-01-4;1857,2
55335-06-3;1377,2
4455-26-9;1681,2
97886-45-8;19,2
111-96-6;1856,2
121-33-5;1856,2
108-94-1;1383,2
58-08-2;1797,2
NOCAS_34742;9,1
1034-01-1;1380,2
112410-23-8;38,2
826-62-0;1857,2
309-00-2;1376,2
1763-23-1;1652,2
334-48-5;38,2
33089-61-1;8,2
140-10-3;1855,2
42509-80-8;1622,2
NOCAS_47334;2453,2
114311-32-9;1644,2
112-53-8;1379,2
104206-82-8;18,2
556-61-6;1389,2
77-78-1;1850,2
2303-17-5;5,2
541-73-1;34,2
NOCAS_47362;34,1
21087-64-9;1377,2
7779-27-3;1852,1
148477-71-8;1631,2
135-19-3;1509,2
2425-06-1;1621,2
122836-35-5;10,2
127-41-3;2452,2
88-58-4;33,2
94361-06-5;1644,2
95-80-7;1691,1
725228-45-5;39,2
55-18-5;1683,2
368832-42-2;1689,1
556-61-6;1626,2
96-70-8;30,2
94-82-6;1630,2
22398-80-7;2453,2
62-38-4;2447,2
86-73-7;1797,2
111-30-8;1380,2
120068-37-3;2450,2
128639-02-1;39,2
142459-58-3;1637,2
62-73-7;38,1
5902-51-2;24,2
148-79-8;1381,2
53894-23-8;1381,2
4376-18-5;1797,2
34256-82-1;40,1
33629-47-9;18,2
139-40-2;9,2
66215-27-8;34,2
112-42-5;2451,2
199119-58-9;1628,2
113-48-4;1632,1
1120-36-1;1372,2
120-47-8;2453,2
52225-20-4;1855,2
52-01-7;1383,2
606-20-2;1389,2
31218-83-4;1376,2
122-39-4;1384,2
154-42-7;1689,1
2687-25-4;1688,2
77501-63-4;1387,2
2687-25-4;32,2
91-66-7;32,2
2303-17-5;2443,2
108-01-0;40,2
1929-82-4;37,2
NOCAS_47342;1856,1
35543-24-9;2452,2
98967-40-9;1638,2
101-55-3;33,2
42874-03-3;32,2
3855-32-1;38,2
112-14-1;1855,2
114311-32-9;1375,2
41198-08-7;27,2
96-76-4;1384,2
40487-42-1;1640,2
106-27-4;1372,2
16672-87-0;1618,2
95-48-7;1855,2
19774-82-4;1386,2
114369-43-6;1374,2
57-41-0;35,2
433212-21-6;23,2
298-02-2;2444,1
50-28-2;28,1
83-67-0;23,2
NOCAS_47349;1681,2
335-76-2;34,1
1061517-62-1;1507,1
79-92-5;2452,2
4376-20-9;1626,2
101-55-3;1385,2
98-86-2;1385,2
864283-48-7;30,2
94-20-2;2453,2
461-58-5;1856,2
128-04-1;30,2
548-62-9;1682,1
155569-91-8;22,1
55335-06-3;3,2
97886-45-8;33,2
79983-71-4;1619,2
625114-41-2;1387,2
25956-17-6;1373,2
57-97-6;1850,1
NOCAS_47328;1856,1
2008-41-5;1377,2
96-45-7;1856,2
15972-60-8;1617,1
134523-00-5;2453,2
180084-01-9;28,2
139-13-9;1385,2
230954-09-3;39,2
253450-09-8;2445,2
114369-43-6;1377,2
253450-09-8;1378,2
139-40-2;40,2
17465-86-0;2,2
71751-41-2;1636,1
82657-04-3;2301,2
51-24-1;1856,1
330-55-2;17,2
1763-23-1;2298,2
101-55-3;2452,2
83055-99-6;1617,2
513-37-1;2452,2
81777-89-1;1386,2
1671-75-6;1857,2
361343-19-3;1686,2
298-00-0;34,2
112-27-6;30,2
7632-00-0;1681,2
123343-16-8;1389,2
119-93-7;1389,2
108-44-1;1389,2
96182-53-5;1855,2
23950-58-5;18,2
145701-23-1;2453,2
88-75-5;2,2
81334-34-1;17,2
33629-47-9;1385,2
141-04-8;1855,2
80-05-7;1629,2
186392-65-4;1380,2
6893-02-3;1382,2
444610-91-7;1375,2
74115-24-5;1613,2
119446-68-3;21,2
629-62-9;28,2
5850-86-2;1855,2
77-93-0;1380,2
87674-68-8;1857,1
69806-50-4;1628,2
129299-90-7;1510,1
122-20-3;1856,2
149062-75-9;1372,2
136-77-6;1375,2
91-64-5;2,2
15299-99-7;1850,2
123312-89-0;1614,2
7631-86-9;1856,2
68157-60-8;39,2
60-35-5;32,2
87820-88-0;24,2
2104-64-5;1389,2
5216-25-1;36,2
112281-77-3;27,2
111-77-3;1378,2
110488-70-5;1850,2
57-11-4;1857,1
102-76-1;30,2
NOCAS_47255;27,2
2705-87-5;2453,2
99-59-2;1855,2
140-66-9;1380,2
23135-22-0;2453,2
93-53-8;2452,2
95-83-0;1373,2
25057-89-0;1644,2
678-39-7;33,2
115-39-9;1508,1
499-83-2;2452,2
93-15-2;1386,2
1861-32-1;31,2
96-24-2;1855,1
58-14-0;1378,2
113776-20-8;1625,2
1728-46-7;1852,1
69327-76-0;1628,2
133-90-4;1856,2
1912-24-9;1382,2
78-42-2;1688,2
262376-75-0;27,2
618-45-1;1848,2
20662-14-0;2,2
24602-86-6;1379,2
1763-23-1;40,1
3811-73-2;1385,2
124-94-7;1797,1
90-43-7;34,2
10453-86-8;1639,2
1763-23-1;1626,2
23422-53-9;1646,2
2104-64-5;1373,2
6915-15-7;30,2
3337-71-1;1381,2
63-25-2;18,1
203942-49-8;37,2
68157-60-8;1637,2
2425-06-1;19,2
101-61-1;27,2
2043-57-4;35,2
54965-24-1;2446,2
22047-49-0;1856,2
21725-46-2;1389,2
88-06-2;40,2
79-06-1;1373,2
1702-17-6;1611,2
29091-21-2;1378,2
433212-21-6;1380,2
93-99-2;1857,2
81-07-2;1690,2
637-07-0;1797,1
149979-41-9;1682,2
76-03-9;23,2
120-80-9;24,2
135158-54-2;1618,2
120-45-6;1852,1
3064-70-8;2,2
25606-41-1;16,2
96-76-4;1380,2
99-85-4;1855,2
98-56-6;2451,2
33189-72-9;1852,2
106-30-9;29,2
51218-45-2;1633,1
104098-48-8;1507,2
4376-18-5;13,2
13292-46-1;1389,2
2795-39-3;2452,2
298-04-4;1611,2
35256-85-0;1384,2
105-67-9;39,2
81334-34-1;8,2
52-51-7;1856,1
119446-68-3;1641,1
188489-07-8;1632,2
1120-01-0;2,2
96-45-7;1654,2
95-48-7;1374,2
131-17-9;30,2
50-65-7;1850,1
50471-44-8;40,2
741-58-2;1374,2
87-90-1;7,2
2921-88-2;2,2
19774-82-4;1507,1
10161-33-8;2446,2
155569-91-8;1642,1
106-25-2;1852,2
92-52-4;1380,2
126535-15-7;22,2
72-43-5;1640,2
50-41-9;1683,2
1918-02-1;16,2
123-31-9;23,2
52806-53-8;2450,1
101-77-9;1389,2
106-25-2;27,2
79902-63-9;2305,2
55-98-1;1384,2
120-36-5;3,2
94-82-6;1616,2
106-22-9;28,2
88-60-8;1383,2
115-86-6;1388,2
7173-51-5;1852,1
552-30-7;1855,2
NOCAS_47255;1855,2
141112-29-0;10,2
834-12-8;22,2
25057-89-0;26,2
143-50-0;1385,2
637-07-0;28,2
43222-48-6;1633,2
90-94-8;1389,1
90-43-7;1629,2
154598-52-4;2453,2
7786-34-7;13,2
87546-18-7;1682,2
57966-95-7;2453,2
120-32-1;2,2
22224-92-6;1626,2
72-55-9;37,2
86-50-0;3,2
102-96-5;1852,2
43121-43-3;1628,2
17804-35-2;1686,2
741-58-2;2,2
180084-01-9;2453,2
112410-23-8;28,2
58-08-2;37,2
51707-55-2;1383,2
10043-35-3;13,2
68-26-8;1681,2
87818-31-3;2451,2
80-46-6;1858,1
51338-27-3;1618,2
72178-02-0;26,2
126-00-1;1509,2
2008-41-5;1620,2
6088-51-3;1857,2
95-94-3;1384,2
19774-82-4;24,2
13380-94-4;2,2
102-71-6;1372,2
74051-80-2;1372,2
68-96-2;28,2
143-50-0;1688,2
79098-20-7;1850,2
76738-62-0;1681,2
75330-75-5;37,2
2312-35-8;2444,1
6923-22-4;1617,1
63-05-8;26,2
99-08-1;40,2
88-58-4;37,2
5392-40-5;2442,2
NOCAS_47292;23,2
122-14-5;1651,2
1582-09-8;1616,2
134002-60-1;1375,2
57-30-7;2453,2
94361-06-5;1633,1
90-30-2;1509,1
50-65-7;1681,2
1197-01-9;2,2
95-14-7;1856,2
94-74-6;10,2
298-46-4;1385,2
96182-53-5;2447,2
84087-01-4;15,2
7173-51-5;30,2
78-48-8;1389,2
82-68-8;1656,2
10605-21-7;25,1
249296-43-3;1850,1
5915-41-3;1387,2
583-39-1;2,2
6923-22-4;1615,2
7758-19-2;31,1
2835-95-2;1381,2
50-22-6;34,2
25057-89-0;1617,2
95-14-7;1855,2
117337-19-6;1625,2
188489-07-8;1613,2
131983-72-7;1375,2
2634-33-5;32,2
1762-95-4;2452,2
5392-40-5;24,2
88-60-8;1683,2
66230-04-4;1622,2
21564-17-0;40,2
124-18-5;1383,2
137-30-4;1683,2
65277-42-1;1681,2
76578-14-8;1643,2
173584-44-6;32,2
112-35-6;2,2
712-50-5;32,2
2832-40-8;1852,2
682-01-9;1852,2
478263-98-8;28,2
55335-06-3;1375,2
556-61-6;1614,2
15299-99-7;1857,2
862243-29-6;1378,2
76-87-9;26,2
81741-28-8;1848,1
106-65-0;37,2
51235-04-2;1634,2
1912-24-9;2453,2
58-55-9;26,2
76578-14-8;1616,2
68-96-2;1373,2
67747-09-5;1642,2
109-86-4;25,2
69655-05-6;1688,2
194098-25-4;33,2
96489-71-3;1620,2
2008-41-5;21,2
57754-85-5;2,2
69806-50-4;1637,2
121-14-2;1856,2
139-13-9;29,2
533-74-4;4,2
97886-45-8;26,2
117-79-3;33,2
79983-71-4;35,2
28249-77-6;1623,2
53-86-1;1372,2
166412-78-8;1380,2
68157-60-8;1797,1
1836-75-5;1389,2
90-94-8;38,1
87820-88-0;14,2
23950-58-5;16,2
139-13-9;1850,2
133-07-3;1643,2
79983-71-4;1690,1
34885-03-5;2451,2
171118-09-5;2,2
68169-03-9;1855,2
1763-23-1;1384,1
72-43-5;37,2
91-59-8;24,2
142459-58-3;3,2
54593-83-8;10,2
136-45-8;1611,2
21725-46-2;31,2
1948-33-0;1507,1
1610-18-0;1856,2
4344-55-2;2,2
22781-23-3;1382,2
81335-37-7;1638,2
57-83-0;25,1
107071-66-9;1377,2
111988-49-9;1656,2
64-86-8;1382,1
330-54-1;37,2
82657-04-3;1646,2
52315-07-8;1857,1
67-20-9;37,2
7758-19-2;1374,2
54593-83-8;3,2
136-77-6;24,2
3296-90-0;1682,2
118-71-8;1383,2
553-26-4;1377,2
28434-00-6;1622,2
5598-13-0;1655,2
1689-84-5;1648,2
2772-45-4;1377,2
103-69-5;1386,2
950-37-8;1626,2
102-82-9;1380,2
63-25-2;1372,2
7786-34-7;1510,1
90-43-7;17,2
117428-22-5;1850,1
496-72-0;1855,2
120116-88-3;2453,2
5989-54-8;2451,2
NOCAS_47353;1858,1
36734-19-7;24,2
115-32-2;1635,2
108-45-2;26,2
15619-48-4;1386,2
2144-53-8;1850,2
173584-44-6;1613,2
101-54-2;1387,1
101-80-4;1385,2
62-73-7;1631,2
499-83-2;2,2
51-28-5;2,1
93957-54-1;2453,2
42874-03-3;5,2
52315-07-8;27,2
66-81-9;1681,2
91-65-6;2,2
98-54-4;30,2
108-95-2;1850,2
25168-05-2;1855,2
552-45-4;2,2
3380-34-5;1858,1
88-58-4;1374,1
34014-18-1;12,2
117428-22-5;1386,1
87818-31-3;1648,1
69655-05-6;1686,2
99-97-8;1375,2
7560-83-0;2453,2
137-26-8;11,2
112410-23-8;29,2
141-43-5;1379,2
80-46-6;1683,2
834-12-8;27,2
39515-41-8;1857,1
122-66-7;32,2
69-74-9;33,2
124-94-7;1389,2
103-24-2;1385,2
NOCAS_47387;2451,2
143-08-8;2453,2
1197-01-9;2452,2
100-01-6;39,2
NOCAS_47342;1376,2
63-25-2;1619,2
10453-86-8;1612,2
86-50-0;1382,2
33820-53-0;1857,1
518-82-1;2453,2
3380-34-5;1680,2
1929-82-4;1612,2
121-32-4;1850,2
131341-86-1;1507,1
55219-65-3;29,2
439687-69-1;1384,2
27178-16-1;39,2
3913-02-8;2,2
65-85-0;1373,2
25606-41-1;7,2
95-49-8;1374,2
35575-96-3;14,2
2593-15-9;19,2
68157-60-8;1652,2
2492-26-4;1856,2
62-75-9;1381,2
141-04-8;24,2
30560-19-1;1656,2
1634-78-2;2452,2
648917-13-9;2,2
69806-50-4;1654,2
188425-85-6;38,2
74051-80-2;1647,2
148477-71-8;27,2
82-68-8;1628,2
3337-71-1;1643,2
96-29-7;1378,2
98-54-4;1385,2
120-18-3;2,2
21087-64-9;1641,2
1007-28-9;1625,2
56-53-1;1509,1
NOCAS_47381;38,1
99-59-2;25,2
142-46-1;1852,2
99-30-9;20,2
21725-46-2;1380,2
114-26-1;19,2
53112-28-0;11,2
59756-60-4;2452,2
102851-06-9;2452,2
53112-28-0;2452,2
2155-70-6;1852,1
175013-18-0;1627,2
1095-90-5;1388,2
52645-53-1;1387,2
72-54-8;1686,2
23135-22-0;1644,2
103-69-5;30,2
77501-63-4;1652,1
21725-46-2;1639,2
103361-09-7;1372,2
602-01-7;31,1
86-50-0;1379,2
95737-68-1;1634,2
797-63-7;1383,2
58-93-5;2,2
112-70-9;26,2
57754-85-5;1646,2
126535-15-7;5,2
77-09-8;1375,2
131-70-4;1376,2
101-10-0;1653,2
140-66-9;1374,2
1762-95-4;1683,2
99-30-9;1852,2
41481-66-7;1848,2
56539-66-3;1852,2
28631-66-5;1848,1
10453-86-8;13,2
80-46-6;40,1
129630-19-9;1655,2
131341-86-1;1643,2
141517-21-7;37,2
629-76-5;1385,2
103-69-5;2452,2
2634-33-5;1387,2
117337-19-6;2451,2
2593-15-9;1855,2
NOCAS_47377;1374,1
1191-50-0;1377,1
123312-89-0;2452,2
7212-44-4;1852,1
21725-46-2;25,2
140-56-7;1848,2
57-09-0;1508,1
68515-49-1;1856,1
1118-92-9;1857,2
13194-48-4;1630,2
705-60-2;1857,1
27314-13-2;1643,2
95-50-1;1385,2
129630-19-9;1628,2
85532-75-8;1855,2
581-42-0;2451,2
200940-23-4;27,2
59-05-2;1797,2
24307-26-4;29,2
111988-49-9;1632,2
69-93-2;2452,2
101-05-3;1509,1
298-04-4;1376,2
120-36-5;1656,2
57-50-1;1385,2
82097-50-5;1652,2
95737-68-1;1377,2
141-12-8;2452,2
298-46-4;28,2
797-63-7;31,2
108-93-0;1374,2
1401-55-4;28,2
136-77-6;1381,2
584-13-4;1380,2
98-06-6;1856,2
13491-79-7;2,2
87820-88-0;10,2
741-58-2;1618,2
119-90-4;32,2
82657-04-3;1638,2
528-29-0;1388,2
210826-40-7;1376,2
97-56-3;1381,2
2893-78-9;2,2
2783-94-0;1389,2
23564-05-8;1388,2
65-85-0;29,2
106-46-7;1857,2
55219-65-3;5,2
112-72-1;1383,2
10016-20-3;28,2
123-35-3;1382,2
105512-06-9;1657,2
121-69-7;1374,2
262376-75-0;2451,2
134605-64-4;40,2
67747-09-5;26,2
99-30-9;30,2
90-04-0;1383,2
13311-84-7;2306,2
141517-21-7;2301,2
2243-62-1;37,2
64902-72-3;1650,2
134002-60-1;2444,1
119515-38-7;16,2
637-07-0;2299,2
81131-70-6;1385,2
108-94-1;1378,2
3739-38-6;25,2
101-20-2;1374,2
49562-28-9;2,2
77-90-7;27,2
116714-46-6;1643,2
120-32-1;34,1
69377-81-7;1632,2
498-81-7;2453,2
10043-35-3;1625,2
1120-01-0;1383,2
67747-09-5;2308,2
6923-22-4;21,2
101200-48-0;8,2
5915-41-3;1857,2
68-96-2;1386,2
73-22-3;40,2
25057-89-0;31,2
NOCAS_47394;1372,2
144651-06-9;1507,2
33089-61-1;1656,2
70568-60-4;1852,2
843-55-0;2452,2
16672-87-0;1646,2
5902-51-2;1628,2
789-02-6;1372,2
81406-37-3;1656,2
23779-32-0;1378,2
361377-29-9;8,2
1861-32-1;1384,2
26225-79-6;27,2
105624-86-0;2444,1
99-99-0;2452,2
148477-71-8;25,1
51338-27-3;12,2
23031-36-9;1384,2
100784-20-1;3,2
120068-37-3;1638,2
111-42-2;39,2
552-30-7;2453,2
80844-07-1;2453,2
133-90-4;36,2
111-14-8;1797,2
6923-22-4;18,2
929-59-9;1857,2
13491-79-7;2452,2
107-46-0;1855,2
924-16-3;35,2
85-01-8;1507,2
123122-55-4;1857,1
104-67-6;1855,2
16752-77-5;1612,2
15972-60-8;12,2
1763-23-1;2299,2
123-92-2;32,2
122-99-6;1389,2
1912-24-9;20,2
6789-88-4;1850,2
2971-36-0;1658,2
10605-21-7;1380,1
25498-49-1;1378,2
53-16-7;1856,1
75-60-5;1642,2
131-70-4;1628,2
74223-64-6;23,2
75-60-5;1640,2
112-53-8;25,2
166412-78-8;1382,2
22224-92-6;1383,2
2772-45-4;29,2
114-07-8;1852,2
66456-53-9;1377,2
106-22-9;1383,2
82657-04-3;2447,2
28434-00-6;11,1
6923-22-4;1797,2
114-26-1;11,2
137-26-8;1691,1
51235-04-2;1376,2
101200-48-0;1611,2
330-54-1;32,2
81741-28-8;1855,2
51707-55-2;1642,2
69806-50-4;1381,2
4418-26-2;1387,2
3147-75-9;24,2
136-85-6;1852,2
87818-31-3;1613,2
124-40-3;2452,2
136042-19-8;1855,2
55290-64-7;32,2
65-23-6;1375,2
33089-61-1;1654,2
23564-06-9;1856,1
79983-71-4;2442,1
124378-77-4;1372,2
175013-18-0;15,2
10161-33-8;27,2
53112-28-0;1378,2
142459-58-3;1619,2
145701-21-9;6,2
827-19-0;1856,2
16672-87-0;1645,2
2971-36-0;13,2
203942-49-8;1848,2
6153-64-6;1652,2
62924-70-3;26,2
86479-06-3;1797,2
149877-41-8;23,2
95-57-8;1372,2
6734-80-1;2,2
120-32-1;1374,2
117718-60-2;1627,2
77-40-7;1386,1
1634-78-2;38,2
84-66-2;30,2
66-25-1;1852,1
54-85-3;34,2
144550-36-7;1389,2
60-51-5;1646,2
94361-06-5;1627,2
84087-01-4;39,2
56-72-4;1385,2
155569-91-8;2451,1
1596-84-5;1384,2
13194-48-4;17,2
1007-28-9;1641,2
129299-90-7;1374,2
69-74-9;1382,2
66441-23-4;1655,2
79-94-7;38,1
60207-90-1;1626,2
31218-83-4;38,2
133855-98-8;2453,2
112-49-2;39,2
83-79-4;28,2
207736-05-8;2446,2
298-00-0;1649,1
60-57-1;2451,2
100784-20-1;33,2
36734-19-7;1629,2
962-58-3;1615,2
151506-44-4;35,2
95-14-7;1385,2
128-37-0;1852,1
95-13-6;1509,2
51-79-6;1382,2
52645-53-1;1615,2
52315-07-8;23,2
533-74-4;1642,2
111-69-3;1388,2
919-30-2;1855,2
2385-85-5;23,2
1763-23-1;1638,2
5850-86-2;1852,2
122836-35-5;1507,1
533-23-3;1852,2
22781-23-3;1386,2
102-82-9;1387,2
16491-24-0;1852,1
75-60-5;1651,2
60-51-5;1507,2
3147-75-9;25,1
17372-87-1;1857,2
2528-16-7;1384,2
78-11-5;2,1
78587-05-0;1373,2
2409-55-4;1508,1
51-03-6;26,2
135410-20-7;36,2
587-65-5;1855,2
82640-04-8;28,2
210826-40-7;2,2
6317-18-6;1642,2
527680-56-4;1376,2
99-30-9;1636,2
131-18-0;1856,1
188489-07-8;1639,2
87546-18-7;14,2
122-20-3;1850,1
100-97-0;1384,2
188425-85-6;1681,2
55-38-9;1646,2
77-86-1;1852,2
107-18-6;1850,2
13171-00-1;1856,2
28434-01-7;1852,2
110-44-1;1856,1
60-54-8;1388,2
NOCAS_47299;26,2
23950-58-5;1619,2
50-65-7;1616,1
106-22-9;23,2
599-64-4;34,1
97886-45-8;1651,2
131-55-5;35,2
577-11-7;23,2
124-19-6;1855,2
1634-78-2;20,2
2155-70-6;1507,1
131-70-4;1651,2
112-49-2;29,2
119168-77-3;19,2
116714-46-6;33,2
133-07-3;24,2
199119-58-9;4,2
NOCAS_47346;1858,2
80-05-7;2302,2
686756-87-6;1389,2
1912-24-9;1652,1
72490-01-8;1644,2
95-48-7;33,2
19666-30-9;10,2
35575-96-3;1657,2
34014-18-1;6,2
149-30-4;34,2
344930-95-6;32,2
1120-01-0;1388,2
128-04-1;36,2
107-92-6;1373,2
68392-35-8;28,2
99-54-7;1386,2
100784-20-1;1622,2
62-73-7;1618,2
66230-04-4;1683,2
92-06-8;2,2
100-54-9;33,2
1062243-51-9;1680,2
84852-15-3;2445,2
93-15-2;1373,2
31501-11-8;1852,2
98-86-2;1856,2
51707-55-2;1636,2
122931-48-0;3,2
6893-02-3;2445,2
139-13-9;1373,2
86-28-2;2,2
94125-34-5;1634,2
1062243-51-9;1509,1
13019-22-2;2,2
76738-62-0;1617,1
2312-35-8;30,2
5598-13-0;1372,2
148-79-8;1656,2
88-58-4;1375,2
67-30-1;1377,1
101-10-0;1857,2
62924-70-3;1654,2
1596-84-5;1648,2
487-68-3;2,2
57-97-6;37,2
1929-82-4;1637,2
88671-89-0;1377,1
108-45-2;40,2
123312-89-0;1387,2
1762-95-4;1858,2
63-25-2;1611,2
51218-45-2;1627,2
131-18-0;1382,2
29590-42-9;1856,2
309-00-2;40,1
31218-83-4;30,2
121-79-9;1379,2
58-89-9;1654,2
116-02-9;2,2
13680-35-8;2,2
117337-19-6;1385,2
79-24-3;1850,2
51707-55-2;1388,2
288104-79-0;1384,2
55-38-9;20,2
104795-68-8;1375,2
3844-45-9;1379,2
112281-77-3;1382,1
141-23-1;2,2
96-45-7;1508,1
950-37-8;1642,2
143-50-0;1375,1
314-40-9;1507,2
439687-69-1;36,2
88-06-2;1373,2
17804-35-2;1626,2
69-09-0;1378,2
122008-85-9;11,2
24307-26-4;1383,2
42509-80-8;2443,2
99-87-6;2453,2
133-07-3;1381,2
101-21-3;1622,2
851916-42-2;34,2
77-40-7;24,2
81406-37-3;1376,2
16587-71-6;1852,2
139-40-2;1650,2
7287-19-6;1372,2
124-07-2;23,2
480-40-0;2452,2
188489-07-8;1611,2
5915-41-3;25,2
271-89-6;33,2
41859-67-0;2451,2
114-26-1;1855,2
